CD_EMPRESA;ANO;DS_FINANCIAMENTO;VL_FINANCIAMENTO;CD_INDICE;TX_MULTIPLICADOR_INDICE;TX_ADICIONAL;CD_INDICE_2;TX_MULTIPLICADOR_INDICE_2;TX_ADICIONAL_2;CD_INDICE_FIM;TX_MULTIPLICADOR_INDICE_FIM;TX_ADICIONAL_FIM;;;;
36;2013;BNDES; 969.715 ;8;100;1,79;;;;;;;;;;
36;2013;BNDES; 82.362 ;2;100;2,58;;;;;;;;;;
36;2013;BNDES; 228.583 ;;;4,5;;;;;;;;;;
36;2013;BNDES; 134.402 ;8;100;1,725;;;;;;;;;;
36;2013;Notas de crédito para exportação; 184.778 ;11;100;8,1;;;;;;;;;;
36;2013;Notas de crédito para exportação; 119.255 ;11;100;7,87;;;;;;;;;;
36;2013;Notas de crédito para exportação; 176.806 ;11;100;7,85;;;;;;;;;;
36;2013;Notas de crédito para exportação; 362.221 ;11;100;7,3;;;;;;;;;;
36;2013;Notas de crédito para exportação; 50.880 ;1;105;;;;;;;;;;;
36;2013;Notas de crédito para exportação; 203.521 ;1;105;;;;;;;;;;;
36;2013;Notas de crédito para exportação; 203.521 ;1;105;;;;;;;;;;;
36;2013;Notas de crédito para exportação; 459.408 ;1;112,5;;;;;;;;;;;
36;2013;Notas de crédito para exportação; 81.408 ;1;105;;;;;;;;;;;
36;2013;Notas de crédito para exportação; 403.513 ;1;112,5;;;;;;;;;;;
36;2013;Notas de crédito para exportação; 101.761 ;1;105;;;;;;;;;;;
36;2013;Notas de crédito para exportação; 305.282 ;1;105;;;;;;;;;;;
36;2013;Notas de crédito para exportação; 86.496 ;1;105;;;;;;;;;;;
36;2013;Notas de crédito para exportação; 101.183 ;;;8;;;;;;;;;;
36;2013;Notas de crédito para exportação; 50.505 ;;;7,5;;;;;;;;;;
36;2013;Notas de crédito para exportação; 101.010 ;;;8;;;;;;;;;;
36;2013;Notas de crédito para exportação; 50.440 ;;;8;;;;;;;;;;
36;2013;Notas de crédito para exportação; 100.923 ;;;8;;;;;;;;;;
36;2013;Notas de crédito para exportação; 50.257 ;;;8;;;;;;;;;;
36;2013;Notas de crédito para exportação; 17.583 ;;;8;;;;;;;;;;
36;2013;Notas de crédito para exportação; 10.129 ;;;8;;;;;;;;;;
36;2013;Notas de crédito para exportação; 150.257 ;;;8;;;;;;;;;;
36;2013;Capital de giro; 633.632 ;11;100;;3;100;1,77;;;;;;;
36;2013;BNB/ FINAME/ FINEP/ FUNDES; 658.372 ;;;6,51;;;;;;;;;;
36;2013;Project finance I; 1.141.515 ;11;100;3,25;3;100;;;;;;;;
36;2013;Project finance II; 121.387 ;11;100;6,17;;;;;;;;;;
36;2013;Project finance III; 621.410 ;11;100;4,33;;;;;;;;;;
36;2013;Project finance IV; 1.298.791 ;11;100;3,88;3;100;;;;;;;;
36;2013;Project finance V; 653.288 ;11;100;4,65;3;100;;;;;;;;
36;2013;Project finance VI; 79.630 ;11;100;2,73;3;100;;;;;;;;
36;2013;Project finance VII; 866.581 ;11;100;4,64;3;100;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 149.394 ;;;9,38;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 165.863 ;;;8;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 381.567 ;;;7,25;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 127.945 ;;;7;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 939.251 ;;;7;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 1.216.348 ;;;7,38;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 2.009.294 ;;;5,75;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 1.369.631 ;;;7,13;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 672.005 ;;;5,75;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 675.749 ;;;7,38;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 1.339.601 ;;;5,38;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 684.815 ;;;7,13;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 1.363.317 ;;;6,45;;;;;;;;;;
36;2014;Bonds e Medium Term Notes (MTN); 681.658 ;;;6,45;;;;;;;;;;
36;2014;Pré-pagamentos de exportações; 427.074 ;11;100;1,1;4;100;;;;;;;;
36;2014;Diversos; 4.795 ;11;100;6,9;;;;;;;;;;
36;2014;Expansão Braskem Qpar; 6.717 ;11;100;6,8;;;;;;;;;;
36;2014;Planta PE verde; 32.577 ;11;100;6,68;;;;;;;;;;
36;2014;Limite de crédito II; 61.946 ;11;100;6,68;;;;;;;;;;
36;2014;Nova planta PVC Alagoas; 109.077 ;11;100;6,68;;;;;;;;;;
36;2014;Limite de crédito III; 141.894 ;11;100;6,54;;;;;;;;;;
36;2014;Planta butadieno; 39.433 ;11;100;6,55;;;;;;;;;;
36;2014;Diversos; 31.376 ;8;100;2,8;;;;;;;;;;
36;2014;Expansão Braskem Qpar; 40.617 ;8;100;2,73;;;;;;;;;;
36;2014;Planta PE verde; 198.608 ;8;100;2,39;;;;;;;;;;
36;2014;Limite de crédito II; 162.815 ;8;100;3,08;;;;;;;;;;
36;2014;Limite de crédito II; 93.875 ;;;4,25;;;;;;;;;;
36;2014;Nova planta PVC Alagoas; 293.568 ;8;100;1,79;;;;;;;;;;
36;2014;Nova planta PVC Alagoas; 33.414 ;;;5,5;;;;;;;;;;
36;2014;Limite de crédito III; 1.331.699 ;8;100;1,79;;;;;;;;;;
36;2014;Limite de crédito III; 260.508 ;2;100;2,68;;;;;;;;;;
36;2014;Limite de crédito III; 250.505 ;;;4,5;;;;;;;;;;
36;2014;Planta butadieno; 115.225 ;8;100;1,725;;;;;;;;;;
36;2014;Finem; 192.827 ;8;100;2,78;;;;;;;;;;
36;2014;Finem; 129.326 ;2;100;2,78;;;;;;;;;;
36;2014;Finem; 2.672 ;;;6;;;;;;;;;;
36;2014;Notas de crédito para exportação; 209.561 ;11;100;8,1;;;;;;;;;;
36;2014;Notas de crédito para exportação; 135.220 ;11;100;7,87;;;;;;;;;;
36;2014;Notas de crédito para exportação; 200.518 ;11;100;7,85;;;;;;;;;;
36;2014;Notas de crédito para exportação; 410.711 ;11;100;7,3;;;;;;;;;;
36;2014;Notas de crédito para exportação; 36.120 ;1;105;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 144.481 ;1;105;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 144.481 ;1;105;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 461.254 ;1;112,5;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 57.792 ;1;105;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 404.309 ;1;112,5;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 72.241 ;1;105;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 216.722 ;1;105;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 61.405 ;1;105;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 101.161 ;;;8;;;;;;;;;;
36;2014;Notas de crédito para exportação; 101.161 ;;;8;;;;;;;;;;
36;2014;Notas de crédito para exportação; 50.440 ;;;8;;;;;;;;;;
36;2014;Notas de crédito para exportação; 101.096 ;;;8;;;;;;;;;;
36;2014;Notas de crédito para exportação; 50.257 ;;;8;;;;;;;;;;
36;2014;Notas de crédito para exportação; 50.010 ;;;7,5;;;;;;;;;;
36;2014;Notas de crédito para exportação; 17.504 ;;;8;;;;;;;;;;
36;2014;Notas de crédito para exportação; 10.002 ;;;8;;;;;;;;;;
36;2014;Notas de crédito para exportação; 103.579 ;1;108;;;;;;;;;;;
36;2014;Notas de crédito para exportação; 151.094 ;;;8;;;;;;;;;;
36;2014;Notas de crédito para exportação; 100.730 ;;;8;;;;;;;;;;
36;2014;Capital de giro; 633.104 ;11;100;;3;100;1,59;;;;;;;
36;2014;BNB/ FINAME/ FINEP/ FUNDES; 762.757 ;;;6,54;;;;;;;;;;
36;2014;BNB/ FINAME/ FINEP/ FUNDES; 8.512 ;8;100;0,47;;;;;;;;;;
36;2014;Fundo de Desenvolvimento do Nordeste (FDNE); 51.090 ;;;6,5;;;;;;;;;;
36;2014;Outros; 26.928 ;8;100;0,04;;;;;;;;;;
36;2014;Project finance I; 1.716.943 ;11;100;3,25;3;100;;;;;;;;
36;2014;Project finance II; 378.992 ;11;100;6,17;;;;;;;;;;
36;2014;Project finance III; 1.388.166 ;11;100;4,33;;;;;;;;;;
36;2014;Project finance IV; 1.757.438 ;11;100;3,88;3;100;;;;;;;;
36;2014;Project finance V; 982.688 ;11;100;4,65;3;100;;;;;;;;
36;2014;Project finance VI; 153.762 ;11;100;2,73;3;100;;;;;;;;
36;2014;Project finance VII; 1.311.104 ;11;100;4,64;3;100;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 225.637 ;;;8;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 539.327 ;;;7,25;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 188.088 ;;;7;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 1.380.764 ;;;7;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 1.757.160 ;;;7,38;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 2.953.803 ;;;5,75;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 2.013.453 ;;;7,13;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 987.894 ;;;5,75;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 976.200 ;;;7,38;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 1.969.307 ;;;5,38;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 1.006.727 ;;;7,13;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 2.004.171 ;;;6,45;;;;;;;;;;
36;2015;Bonds e Medium Term Notes (MTN); 1.002.086 ;;;6,45;;;;;;;;;;
36;2015;Adiantamentos de contrato de câmbio; 255.809 ;11;100;2,23;;;;;;;;;;
36;2015;Pré-pagamentos de exportações; 549.036 ;11;100;1,1;4;100;;;;;;;;
36;2015;Diversos; 3.204 ;11;100;6,9;;;;;;;;;;
36;2015;Expansão Braskem Qpar; 2.426 ;11;100;6,8;;;;;;;;;;
36;2015;Planta PE verde; 29.352 ;11;100;6,68;;;;;;;;;;
36;2015;Limite de crédito II; 47.353 ;11;100;6,68;;;;;;;;;;
36;2015;Ampliação planta PVC Alagoas; 128.806 ;11;100;6,68;;;;;;;;;;
36;2015;Limite de crédito III; 149.495 ;11;100;6,54;;;;;;;;;;
36;2015;Planta butadieno; 48.440 ;11;100;6,55;;;;;;;;;;
36;2015;Diversos; 13.501 ;8;100;2,8;;;;;;;;;;
36;2015;Expansão Braskem Qpar; 5.372 ;8;100;2,73;;;;;;;;;;
36;2015;Planta PE verde; 119.201 ;8;100;2,39;;;;;;;;;;
36;2015;Limite de crédito II; 85.004 ;8;100;3,08;;;;;;;;;;
36;2015;Limite de crédito II; 96.698 ;;;4,25;;;;;;;;;;
36;2015;Ampliação planta PVC Alagoas; 235.641 ;8;100;1,79;;;;;;;;;;
36;2015;Ampliação planta PVC Alagoas; 26.732 ;;;5,5;;;;;;;;;;
36;2015;Limite de crédito III; 1.154.552 ;8;100;1,79;;;;;;;;;;
36;2015;Limite de crédito III; 284.263 ;2;100;2,68;;;;;;;;;;
36;2015;Limite de crédito III; 230.198 ;;;5,5;;;;;;;;;;
36;2015;Planta butadieno; 96.407 ;8;100;1,725;;;;;;;;;;
36;2015;Finem; 215.372 ;8;100;1,4;;;;;;;;;;
36;2015;Finem; 160.603 ;2;100;2,78;;;;;;;;;;
36;2015;Finem; 6.664 ;;;6;;;;;;;;;;
36;2015;Limite de crédito IV; 140.024 ;8;100;1,3;;;;;;;;;;
36;2015;Limite de crédito IV; 131.544 ;2;100;2,32;;;;;;;;;;
36;2015;Notas de crédito para exportação; 308.069 ;11;100;8,1;;;;;;;;;;
36;2015;Notas de crédito para exportação; 198.782 ;11;100;7,87;;;;;;;;;;
36;2015;Notas de crédito para exportação; 294.840 ;11;100;7,85;;;;;;;;;;
36;2015;Notas de crédito para exportação; 603.536 ;11;100;7,3;;;;;;;;;;
36;2015;Notas de crédito para exportação; 36.653 ;1;105;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 146.611 ;1;105;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 146.611 ;1;105;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 464.039 ;1;112,5;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 58.644 ;1;105;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 405.478 ;1;112,5;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 73.305 ;1;105;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 219.917 ;1;105;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 62.310 ;1;105;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 101.118 ;;;8;;;;;;;;;;
36;2015;Notas de crédito para exportação; 101.248 ;;;8;;;;;;;;;;
36;2015;Notas de crédito para exportação; 50.440 ;;;8;;;;;;;;;;
36;2015;Notas de crédito para exportação; 101.118 ;;;8;;;;;;;;;;
36;2015;Notas de crédito para exportação; 50.253 ;;;8;;;;;;;;;;
36;2015;Notas de crédito para exportação; 50.010 ;;;8;;;;;;;;;;
36;2015;Notas de crédito para exportação; 17.504 ;;;8;;;;;;;;;;
36;2015;Notas de crédito para exportação; 10.002 ;;;8;;;;;;;;;;
36;2015;Notas de crédito para exportação; 104.642 ;1;108;;;;;;;;;;;
36;2015;Notas de crédito para exportação; 151.062 ;;;8;;;;;;;;;;
36;2015;Capital de giro; 1.907.145 ;11;100;;3;100;1,7;;;;;;;
36;2015;BNB/ FINAME/ FINEP/ FUNDES; 642.739 ;;;6,48;;;;;;;;;;
36;2015;BNB/ FINAME/ FINEP/ FUNDES; 2.177 ;8;100;1,9;;;;;;;;;;
36;2015;Fundo de Desenvolvimento do Nordeste (FDNE); 51.939 ;;;6,5;;;;;;;;;;
36;2015;Outros; 23.714 ;1;100;0,04;;;;;;;;;;
36;2015;Project finance I; 2.720.874 ;11;100;3,25;3;100;;;;;;;;
36;2015;Project finance II; 740.902 ;11;100;6,17;;;;;;;;;;
36;2015;Project finance III; 2.334.133 ;11;100;4,33;;;;;;;;;;
36;2015;Project finance IV; 2.645.645 ;11;100;3,88;3;100;;;;;;;;
36;2015;Project finance V; 1.557.360 ;11;100;4,65;3;100;;;;;;;;
36;2015;Project finance VI; 349.464 ;11;100;2,73;3;100;;;;;;;;
36;2015;Project finance VII; 2.075.524 ;11;100;4,64;3;100;;;;;;;;
36;2016;Bonds; 188.325 ;;;8;;;;;;;;;;
36;2016;Bonds; 433.766 ;;;7,25;;;;;;;;;;
36;2016;Bonds; 156.985 ;;;7;;;;;;;;;;
36;2016;Bonds; 1.152.440 ;;;7;;;;;;;;;;
36;2016;Bonds; 1.492.434 ;;;7,38;;;;;;;;;;
36;2016;Bonds; 2.465.361 ;;;5,75;;;;;;;;;;
36;2016;Bonds; 1.680.507 ;;;7,13;;;;;;;;;;
36;2016;Bonds; 824.535 ;;;5,75;;;;;;;;;;
36;2016;Bonds; 829.130 ;;;7,38;;;;;;;;;;
36;2016;Bonds; 1.643.662 ;;;5,38;;;;;;;;;;
36;2016;Bonds; 840.254 ;;;7,13;;;;;;;;;;
36;2016;Bonds; 1.672.760 ;;;6,45;;;;;;;;;;
36;2016;Bonds; 836.380 ;;;6,45;;;;;;;;;;
36;2016;Adiantamentos de contrato de câmbio; 362.779 ;11;100;3,3;;;;;;;;;;
36;2016;Pré-pagamentos de exportação; 391.923 ;11;100;1,1;4;100;;;;;;;;
36;2016;Pré-pagamentos de exportação; 163.564 ;11;100;3,25;4;100;;;;;;;;
36;2016;Pré-pagamentos de exportação; 222.314 ;11;100;2,6;4;100;;;;;;;;
36;2016;Planta PE verde; 9.024 ;11;100;6,71;;;;;;;;;;
36;2016;Limite de crédito II; 3.040 ;11;100;6,71;;;;;;;;;;
36;2016;Ampliação planta PVC Alagoas; 81.169 ;11;100;6,71;;;;;;;;;;
36;2016;Limite de crédito III; 75.441 ;11;100;6,54;;;;;;;;;;
36;2016;Planta butadieno; 32.473 ;11;100;6,55;;;;;;;;;;
36;2016;Planta PE verde; 40.305 ;8;100;2,73;;;;;;;;;;
36;2016;Limite de crédito II; 6.633 ;8;100;3,08;;;;;;;;;;
36;2016;Limite de crédito II; 75.676 ;;;4,25;;;;;;;;;;
36;2016;Ampliação planta PVC Alagoas; 179.070 ;8;100;1,79;;;;;;;;;;
36;2016;Ampliação planta PVC Alagoas; 20.049 ;;;5,5;;;;;;;;;;
36;2016;Limite de crédito III; 854.763 ;8;100;1,79;;;;;;;;;;
36;2016;Limite de crédito III; 256.811 ;2;100;2,68;;;;;;;;;;
36;2016;Limite de crédito III; 187.097 ;;;5,5;;;;;;;;;;
36;2016;Planta butadieno; 78.234 ;8;100;1,725;;;;;;;;;;
36;2016;Finem; 191.114 ;8;100;1,4;;;;;;;;;;
36;2016;Finem; 159.670 ;2;100;2,78;;;;;;;;;;
36;2016;Finem; 5.664 ;;;6;;;;;;;;;;
36;2016;Limite de crédito IV; 177.646 ;8;100;1,3;;;;;;;;;;
36;2016;Limite de crédito IV; 186.167 ;2;100;2,32;;;;;;;;;;
36;2016;Notas de crédito à exportação; 257.127 ;11;100;8,1;;;;;;;;;;
36;2016;Notas de crédito à exportação; 165.983 ;11;100;7,87;;;;;;;;;;
36;2016;Notas de crédito à exportação; 246.084 ;11;100;7,85;;;;;;;;;;
36;2016;Notas de crédito à exportação; 503.933 ;11;100;7,3;;;;;;;;;;
36;2016;Notas de crédito à exportação; 36.628 ;1;105;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 146.510 ;1;105;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 146.510 ;1;105;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 463.693 ;1;112,5;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 58.604 ;1;105;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 405.286 ;1;112,5;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 73.255 ;1;105;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 219.766 ;1;105;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 62.267 ;1;105;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 101.161 ;;;8;;;;;;;;;;
36;2016;Notas de crédito à exportação; 50.429 ;;;8;;;;;;;;;;
36;2016;Notas de crédito à exportação; 50.933 ;;;7,5;;;;;;;;;;
36;2016;Notas de crédito à exportação; 17.848 ;;;8;;;;;;;;;;
36;2016;Notas de crédito à exportação; 10.199 ;;;8;;;;;;;;;;
36;2016;Notas de crédito à exportação; 104.743 ;1;108;;;;;;;;;;;
36;2016;Notas de crédito à exportação; 151.062 ;;;8;;;;;;;;;;
36;2016;Capital de giro; 1.644.487 ;11;100;;3;100;1,7;;;;;;;
36;2016;BNB/ FINAME/ FINEP/ FUNDES; 580.647 ;;;6,19;;;;;;;;;;
36;2016;BNB/ FINAME/ FINEP/ FUNDES; 1.850 ;8;100;1,9;;;;;;;;;;
36;2016;Fundo de Desenvolvimento do Nordeste (FDNE); 46.991 ;;;6,5;;;;;;;;;;
36;2016;Outros; 19.321 ;1;100;0,04;;;;;;;;;;
36;2016;Project finance I; 2.274.754 ;11;100;3,25;3;100;;;;;;;;
36;2016;Project finance II; 663.856 ;11;100;6,17;;;;;;;;;;
36;2016;Project finance III; 1.911.857 ;11;100;4,33;;;;;;;;;;
36;2016;Project finance IV; 2.111.234 ;11;100;3,88;3;100;;;;;;;;
36;2016;Project finance V; 1.276.449 ;11;100;4,65;3;100;;;;;;;;
36;2016;Project finance VI; 286.480 ;11;100;2,73;3;100;;;;;;;;
36;2016;Project finance VII; 1.701.229 ;11;100;4,64;3;100;;;;;;;;
36;2017;Bonds; 440.274 ;;;7,25;;;;;;;;;;
36;2017;Bonds; 159.341 ;;;7;;;;;;;;;;
36;2017;Bonds; 1.169.732 ;;;7;;;;;;;;;;
36;2017;Bonds; 1.514.826 ;;;7,38;;;;;;;;;;
36;2017;Bonds; 2.502.351 ;;;5,75;;;;;;;;;;
36;2017;Bonds; 1.705.722 ;;;7,13;;;;;;;;;;
36;2017;Bonds; 836.907 ;;;5,75;;;;;;;;;;
36;2017;Bonds; 841.570 ;;;7,38;;;;;;;;;;
36;2017;Bonds; 1.668.323 ;;;5,38;;;;;;;;;;
36;2017;Bonds; 852.861 ;;;7,13;;;;;;;;;;
36;2017;Bonds; 1.697.859 ;;;6,45;;;;;;;;;;
36;2017;Bonds; 848.929 ;;;6,45;;;;;;;;;;
36;2017;Bonds; 1.667.025 ;;;3,5;;;;;;;;;;
36;2017;Bonds; 4.176.868 ;;;4,5;;;;;;;;;;
36;2017;Pré-pagamentos de exportações; 331.701 ;11;100;1,1;4;100;;;;;;;;
36;2017;Pré-pagamentos de exportações; 449.872 ;11;100;1,61;4;100;;;;;;;;
36;2017;Notas de crédito para exportação; 679.895 ;11;100;7,59;;;;;;;;;;
36;2017;Capital de giro; 883.181 ;11;100;;3;100;1,88;;;;;;;
36;2017;Notas de crédito para exportação; 508.146 ;1;106,5;;;;;;;;;;;
36;2017;BNDES; 31.347 ;8;100;1,31;;;;;;;;;;
36;2017;BNDES; 22.039 ;2;100;2,32;;;;;;;;;;
36;2017;BNDES; 132.020 ;;;5,5;;;;;;;;;;
36;2017;BNB/ FINEP/ FUNDES/FINISA/FINAME; 486.227 ;;;6,17;;;;;;;;;;
36;2017;FINAME; 2.293 ;8;100;4,5;;;;;;;;;;
36;2017;Fundo de Desenvolvimento do Nordeste (FDNE); 42.045 ;;;6,5;;;;;;;;;;
36;2017;Outros; 655 ;1;100;0,04;;;;;;;;;;
36;2017;Project finance I; 2.179.981 ;11;100;3,25;3;100;;;;;;;;
36;2017;Project finance II; 621.140 ;11;100;6,17;;;;;;;;;;
36;2017;Project finance III; 1.827.811 ;11;100;4,33;;;;;;;;;;
36;2017;Project finance IV; 2.032.093 ;11;100;3,88;3;100;;;;;;;;
36;2017;Project finance V; 1.221.997 ;11;100;4,65;3;100;;;;;;;;
36;2017;Project finance VI; 273.887 ;11;100;2,73;3;100;;;;;;;;
36;2017;Project finance VII; 1.627.479 ;11;100;4,64;3;100;;;;;;;;
36;2018;Project finance I; 2.335.825 ;11;100;3,25;3;100;;;;;;;;
36;2018;Project finance II; 657.689 ;11;100;6,17;;;;;;;;;;
36;2018;Project finance III; 1.983.113 ;11;100;4,33;;;;;;;;;;
36;2018;Project finance IV; 2.225.042 ;11;100;3,88;3;100;;;;;;;;
36;2018;Project finance V; 1.326.901 ;11;100;4,65;3;100;;;;;;;;
36;2018;Project finance VI; 297.158 ;11;100;2,73;3;100;;;;;;;;
36;2018;Project finance VII; 1.768.389 ;11;100;4,64;3;100;;;;;;;;
36;2018;Bonds; 81.434 ;;;7;;;;;;;;;;
36;2018;Bonds; 1.370.156 ;;;7;;;;;;;;;;
36;2018;Bonds; 985.767 ;;;7,38;;;;;;;;;;
36;2018;Bonds; 2.676.195 ;;;5,75;;;;;;;;;;
36;2018;Bonds; 1.997.984 ;;;7,13;;;;;;;;;;
36;2018;Bonds; 980.304 ;;;5,75;;;;;;;;;;
36;2018;Bonds; 985.767 ;;;7,38;;;;;;;;;;
36;2018;Bonds; 1.954.177 ;;;5,38;;;;;;;;;;
36;2018;Bonds; 998.992 ;;;7,13;;;;;;;;;;
36;2018;Bonds; 1.988.773 ;;;6,45;;;;;;;;;;
36;2018;Bonds; 994.387 ;;;6,45;;;;;;;;;;
36;2018;Bonds; 1.969.609 ;;;3,5;;;;;;;;;;
36;2018;Bonds; 4.947.030 ;;;4,5;;;;;;;;;;
36;2018;Pré-pagamentos de exportações; 311.082 ;11;100;1,1;4;100;;;;;;;;
36;2018;Pré-pagamentos de exportações; 499.460 ;11;100;1,61;4;100;;;;;;;;
36;2018;Investimentos; 620.160 ;11;100;;3;100;0,65;;;;;;;
36;2018;Outros - SACE; 1.147.397 ;11;100;;3;100;0,9;;;;;;;
36;2018;Notas de crédito para exportação; 406.258 ;1;100;0,7;;;;;;;;;;
36;2018;BNDES; 52.081 ;;;3,75;;;;;;;;;;
36;2018;BNB/ FINEP/ FUNDES/FINISA/FINAME; 239.969 ;;;5,83;;;;;;;;;;
36;2018;FINAME; 555 ;8;100;6;;;;;;;;;;
36;2018;Fundo de Desenvolvimento do Nordeste (FDNE); 37.099 ;;;6,5;;;;;;;;;;
36;2018;Outros; 426 ;;;19,14;;;;;;;;;;
37;2013;Debentures; 225.239 ;1;100;1,68;;;;;;;;;;
37;2014;Financiamentos; 13.076 ;1;114,5;;;;;;;;;;;
37;2014;Debentures; 538.013 ;1;100;1,6;;;;;;;;;;
37;2015;Financiamentos; 5.795 ;1;100;1,3;;;;;;;;;;
37;2015;Debentures; 541.865 ;1;100;1,6;;;;;;;;;;
37;2016;Debentures; 541.865 ;1;100;1,6;;;;;;;;;;
37;2017;Debentures; 613.790 ;1;100;1,3;;;;;;;;;;
37;2018;Debentures; 615.726 ;1;100;1,3;;;;;;;;;;
38;2013;Santander BSS (a); 21.906 ;7;100;7,87;;;;;;;;;;
38;2013;Banco Itaú Unibanco SAF (b); 2.407 ;7;100;10;;;;;;;;;;
38;2013;Banco Itaú Unibanco PSC (c); 9.983 ;7;100;9,35;;;;;;;;;;
38;2013;Banco IBM (d); 3.931 ;1;109,75;;;;;;;;;;;
38;2013;Banco IBM (e); 1.864 ;1;100;1,48;;;;;;;;;;
38;2013;BNDES PKS Expansão (f); 5.359 ;8;100;3,53;;;;;;;;;;
38;2013;Companhia Real de Distribuição (k); 12.857 ;7;100;8,7;;;;;;;;;;
38;2013;Banco do Brasil (l); 38.463 ;1;110;;;;;;;;;;;
38;2013;Banco do Brasil (n); 843 ;1;110;;;;;;;;;;;
38;2013;Banco Itaú Unibanco VLG (h); 25.532 ;7;100;9,35;;;;;;;;;;
38;2013;Banco Bradesco (o); 1.976 ;1;100;1;;;;;;;;;;
38;2013;BNDES JDS sub-crédito A (i); 23.598 ;8;100;3,38;;;;;;;;;;
38;2013;BNDES JDS sub-crédito B (i); 1.064 ;8;100;1,48;;;;;;;;;;
38;2013;BNDES JDS sub-crédito C (i); 246 ;8;100;;;;;;;;;;;
38;2013;BNDES CGS sub-crédito A (j); 15.566 ;8;100;3,32;;;;;;;;;;
38;2013;BNDES CGS sub-crédito C (j); 5.045 ;5;100;10;;;;;;;;;;
38;2013;BNDES CGS sub-crédito D (j); 379 ;8;100;1,42;;;;;;;;;;
38;2013;Banco Santander Multiplan Greenfield IV (p); 17.447 ;7;100;8,7;;;;;;;;;;
38;2013;Banco Santander Multiplan Greenfield II (p); 16.974 ;7;100;8,7;;;;;;;;;;
38;2013;Santander BSS (a); 32.859 ;7;100;7,87;;;;;;;;;;
38;2013;Banco Itaú Unibanco SAF (b); 2.218 ;7;100;10;;;;;;;;;;
38;2013;Banco Itaú Unibanco PSC (c); 106.481 ;7;100;9,35;;;;;;;;;;
38;2013;Banco Itaú Unibanco MTE (m); 100.000 ;1;109,75;;;;;;;;;;;
38;2013;Santander BHS Expansão V (g); 61.071 ;7;100;8,7;;;;;;;;;;
38;2013;Banco Itaú Unibanco VLG (h); 278.726 ;7;100;9,35;;;;;;;;;;
38;2013;Banco Bradesco (o); 300.000 ;1;100;1;;;;;;;;;;
38;2013;BNDES JDS sub-crédito A (i); 82.594 ;8;100;3,38;;;;;;;;;;
